Tahun;P;Provinsi;Kabupaten/Kota;Nama Fasilitas;Jenis;Status;Sampahmasuk (kg/thn);Sampahterkelola (kg/thn);Bahan baku Pakan Ternak;Bahan baku Kompos;Bahan baku Daur Ulang;Bahan baku Up-cycle;Alamat;Kelurahan;Kecamatan;Pengelola
2023;1;Kepulauan Riau;Kab. Karimun;saber mandiri;BSU;A;14.400,00;14.160,00;0,00;0,00;14.160,00;0,00;kp.bukit raya permai Rt 001/Rw 003;;;Masyarakat
2023;1;Kepulauan Riau;Kab. Kepulauan Anambas;Bank Sampah Berkah Mandiri;BSU;A;798,00;795,12;0,00;0,00;795,12;0,00;Jl. W.R. Supratman;Desa Tarempa Selatan;Siantan;Masyarakat
2023;1;Kepulauan Riau;Kab. Kepulauan Anambas;Bank Sampah Sahabat Lestari;BSU;A;7.538,60;7.538,60;0,00;0,00;7.538,60;0,00;Desa Candi Kecamatan Palmatak;;;Masyarakat
2023;1;Kepulauan Riau;Kab. Kepulauan Anambas;Bank Sampah Desa Langir;BSU;A;5.462,00;5.462,00;0,00;0,00;5.462,00;0,00;Desa Langir;;;Masyarakat
2023;1;Kepulauan Riau;Kab. Kepulauan Anambas;Bank Sampah Berkah Mandiri;BSU;A;798,00;795,12;0,00;0,00;795,12;0,00;Jl. W.R. Supratman;Desa Tarempa Selatan;Siantan;Masyarakat
2023;1;Kepulauan Riau;Kab. Kepulauan Anambas;Bank Sampah Sahabat Lestari;BSU;A;7.538,60;7.538,60;0,00;0,00;7.538,60;0,00;Desa Candi Kecamatan Palmatak;;;Masyarakat
2023;1;Kepulauan Riau;Kab. Kepulauan Anambas;Bank Sampah Desa Langir;BSU;A;5.462,00;5.462,00;0,00;0,00;5.462,00;0,00;Desa Langir;;;Masyarakat
2023;1;Kepulauan Riau;Kota Tanjung Pinang;Bank Sampah Unit Berlian Bumi Air Raja;BSU;A;3.785,20;3.759,16;0,00;0,00;3.759,16;0,00;KM 14 Perum Air Raja;Keluraha Pinang Kencana;TPI Timur;Masyarakat
2023;1;Kepulauan Riau;Kota Tanjung Pinang;Bank Sampah Unit Cermai;BSU;A;2.891,16;2.891,16;0,00;127,92;2.696,28;66,96;Jl. Seijang gg seijang RTI/RWIV;Sei Jang;Bukit Bestari;Masyarakat
2023;1;Kepulauan Riau;Kota Tanjung Pinang;Bank Sampah  Amad Potong Lembu;BSU;A;118.008,00;118.008,00;0,00;0,00;118.008,00;0,00;potong lembui;Kamboja;Tanjungpinang Barat;Masyarakat
2023;1;Kepulauan Riau;Kota Tanjung Pinang;Bank Sampah Unit Kita Maju Bersama;BSU;A;1.216,56;1.203,96;0,00;0,00;1.203,96;0,00;Jl. Anggrek RW 06;Kelurahan Bukit Cermin;TPI Barat;Masyarakat
2023;1;Kepulauan Riau;Kota Tanjung Pinang;Bank Sampah Unit Kuantan Bersih;BSU;A;28.748,28;12.896,28;92,04;663,60;11.935,08;205,56;Putri Ledang V;Melayu Kota Piring;Tanjungpinang Timur;Masyarakat
2023;1;Kepulauan Riau;Kota Tanjung Pinang;BANK SAMPAH ASRI JAYA;BSU;A;1.792,80;588,96;0,00;0,00;588,96;0,00;JALAN DAENG MAREWA GEDUNG a LANTAI 1-2;SENGGARANG;TANJUNGPINANG KOTA;Masyarakat
2023;1;Kepulauan Riau;Kota Tanjung Pinang;BANK SAMPAH ANAK DARE;BSU;A;389,64;389,64;0,00;0,00;386,04;3,60;KAMPUNG DOMPAK LAMA;DOMPAK;BUKIT BESTARI;Masyarakat
2023;1;Kepulauan Riau;Kota Tanjung Pinang;Bank Sampah STAI MIFTAHUL ULUM;BSU;A;2.383,92;2.239,92;0,00;0,00;2.239,92;0,00;Jl. Kepondang, Kp Sidomulyo;Batu IX;Tanjungpinang Timur;Masyarakat
2023;1;Kepulauan Riau;Kota Tanjung Pinang;Bank  Sampah Ceria;BSU;A;4.982,52;4.982,52;0,00;0,00;4.982,52;0,00;Perum Seijang Jl. Jemaja Rt.03 RW.6;Seijang;Bukit Bestari;Masyarakat
2023;1;Kepulauan Riau;Kota Tanjung Pinang;Bank Sampah MANDIRI;BSU;A;2.551,20;506,16;0,00;0,00;506,16;0,00;Jl. Angsana TPA Ganet;PInang Kencana;Tanjungpinang Timur;LSM
2023;1;Kepulauan Riau;Kota Tanjung Pinang;Bank Sampah Hangtuah;BSU;A;6.439,28;6.439,28;0,00;0,00;6.439,28;0,00;Perum Griya Hangtuah;Pinang Kencana;Tanjungpinang Timur;Masyarakat
2023;1;Kepulauan Riau;Kota Tanjung Pinang;Bank Sampah KIKEN;BSU;A;874,44;874,44;0,00;0,00;874,44;0,00;PERUM KIJANG KENCANA 1-4;PINANG KENCANA;TANJUNGPINANG TIMUR;Masyarakat
2023;1;Kepulauan Riau;Kota Tanjung Pinang;BANK SAMPAH RESIK BECIK;BSU;A;4.528,14;4.528,14;0,00;0,00;4.528,14;0,00;KAMPUNG KARANGREJO RT.01 RW.08;PINANG KENCANA;TANJUNGPINANG TIMUR;Masyarakat
2023;1;Kepulauan Riau;Kota Tanjung Pinang;BANK SAMPAH WONOSARI ASRI;BSU;A;11.296,80;11.296,80;0,00;0,00;11.296,80;0,00;PUSKESMAS KM.7 RT.03/RW.4;MELAYU KOTA PIRING;TANJUNGPINANG TIMUR;Masyarakat
2023;1;Kepulauan Riau;Kota Tanjung Pinang;BANK SAMPAH KEMBAR MANDIRI;BSU;A;15.559,32;15.049,32;0,00;0,00;15.049,32;0,00;KAMPUNG WONOSARI RT.002 RW.4;MELAYU KOTA PIRING;TANJUNGPINANG TIMUR;Masyarakat
2023;1;Kepulauan Riau;Kota Tanjung Pinang;BANK SAMPAH SEBAOK INDAH;BSU;A;591,55;591,55;0,00;0,00;591,55;0,00;JL. RAYA TANJUNG SEBAOK RT.001/RW.006;SENGGARANG;TANJUNGPINANG TANJUNGPINANG KOTA;Masyarakat
2023;1;Kepulauan Riau;Kota Tanjung Pinang;BANK SAMPAH SEI JARI;BSU;A;633,96;633,96;0,00;0,00;633,96;0,00;JL. BATU NAGA GG. ABDUL WAHAB 1 RT.003/RW.003;DOMPAK;BUKIT BESTARI;Masyarakat
2023;1;Kepulauan Riau;Kota Tanjung Pinang;Bank Sampah Teladan Bergerak;BSU;A;19.065,12;19.065,12;0,00;0,00;19.065,12;0,00;Kampung Teladan RT 002 RW 010;Kemboja;Tanjungpinang Barat;Masyarakat
2023;1;Kepulauan Riau;Kota Tanjung Pinang;Bank sampah Bintang Siambang;BSU;A;2.767,32;2.767,32;0,00;0,00;2.707,32;60,00;RW.001 Dompak;;;Masyarakat
2023;1;Kepulauan Riau;Kota Tanjung Pinang;Bank Sampah Unit Sejati;BSU;A;5.283,00;5.283,00;0,00;0,00;5.283,00;0,00;Jl. Cempedak Gg. 2 RT.002 RW.02;;;Masyarakat
2023;1;Kepulauan Riau;Kota Tanjung Pinang;Banyu Biru;BSU;A;49.320,00;49.200,00;0,00;0,00;49.200,00;0,00;Jl. Sri Payung RW. VI;;;Masyarakat
2023;1;Kepulauan Riau;Kota Tanjung Pinang;kampung Mandiri;BSU;A;2.551,20;506,16;0,00;0,00;506,16;0,00;Jl. Seitimun RW. V Kelurahan Air Raja;;;Masyarakat
2023;1;Kepulauan Riau;Kota Tanjung Pinang;BERKAH;BSU;A;5.257,08;5.257,08;0,00;0,00;5.257,08;0,00;Jl. Terkulai (Pondopo RW.VIII/RT.IV);;;Masyarakat
2023;1;Kepulauan Riau;Kota Tanjung Pinang;HILIR DAS;BSU;A;697,80;637,80;0,00;192,00;445,80;0,00;JL. Raja Haji Fisabilillah, gg Pulau Pandan RW.2;;;Masyarakat
2023;1;Kepulauan Riau;Kota Tanjung Pinang;RAWA DAS;BSU;A;2.503,56;2.503,56;0,00;0,00;2.503,56;0,00;Jl. Salam 1 Gg. Salam 1 RT.02/RW.11;;;Masyarakat
2023;1;Kepulauan Riau;Kota Tanjung Pinang;Bank Sampah Menur Indah;BSU;A;2.557,56;2.557,56;0,00;0,00;2.515,56;42,00;Jl. Menur Gg. Menur 10;;;Masyarakat
2023;1;Kepulauan Riau;Kota Tanjung Pinang;Bank Sampah Unit Bina Sejahtera;BSU;A;1.240,80;1.240,80;0,00;0,00;0,00;1.240,80;Jl. H Ungar Lorong Halmahera No.14 RT.002 RW.003;;;Masyarakat
2023;1;Kepulauan Riau;Kota Tanjung Pinang;Bank Sampah Tuah Pesisir;BSU;A;3.638,88;3.638,88;0,00;0,00;3.638,88;0,00;Jl.Abdurrahman RT.1 RW.1;;;Masyarakat
2023;1;DKI Jakarta;Kab. Adm. Kep. Seribu;Bank Sampah Payung Bersih;BSU;A;108,00;108,00;0,00;0,00;108,00;0,00;Pulau Payung RT06/04;Pulau TIdung;Kepulauan Seribu Selatan;Masyarakat
2023;1;DKI Jakarta;Kab. Adm. Kep. Seribu;Bank Sampah Panggang Bersih;BSU;A;1.589,40;1.589,40;0,00;0,00;1.589,40;0,00;Pulau Panggang RT03/01;Pulau Panggang;Kepulauan Seribu Utara;Masyarakat
2023;1;DKI Jakarta;Kab. Adm. Kep. Seribu;Bank Sampah Masjid An-Ni'mah;BSU;A;1.895,10;1.895,10;0,00;0,00;1.895,10;0,00;Pulau Panggang RT01/02;Pulau Panggang;Kepulauan Seribu Utara;Masyarakat
2023;1;DKI Jakarta;Kab. Adm. Kep. Seribu;Bank Sampah Bawal Panggang;BSU;A;1.490,40;1.490,40;0,00;0,00;1.490,40;0,00;Pulau Panggang RT07/03;Pulau Panggang;Kepulauan Seribu Utara;Masyarakat
2023;1;DKI Jakarta;Kab. Adm. Kep. Seribu;Bank Sampah Rumah Hijau;BSU;A;3.475,50;3.475,50;0,00;0,00;3.475,50;0,00;Pulau Pramuka RT01/04;Pulau Panggang;Kepulauan Seribu Utara;Masyarakat
2023;1;DKI Jakarta;Kab. Adm. Kep. Seribu;Bank Sampah Alu-alu;BSU;A;1.812,00;1.812,00;0,00;0,00;1.812,00;0,00;Pulau Pramuka RT01/05;Pulau Panggang;Kepulauan Seribu Utara;Masyarakat
2023;1;DKI Jakarta;Kab. Adm. Kep. Seribu;Bank Sampah Kresek Indah;BSU;A;11.451,60;11.451,60;0,00;0,00;11.451,60;0,00;Pulau Kelapa RT02/01;Pulau Kelapa;Kepulauan Seribu Utara;Masyarakat
2023;1;DKI Jakarta;Kab. Adm. Kep. Seribu;Bank Sampah Pantura;BSU;A;8.799,00;8.799,00;0,00;0,00;8.799,00;0,00;Pulau Kelapa RT06/02;Pulau Kelapa;Kepulauan Seribu Utara;Masyarakat
2023;1;DKI Jakarta;Kab. Adm. Kep. Seribu;Bank Sampah Bunga Melati;BSU;A;2.682,00;2.682,00;0,00;0,00;2.682,00;0,00;Pulau Kelapa RT03/03;Pulau Kelapa;Kepulauan Seribu Utara;Masyarakat
2023;1;DKI Jakarta;Kab. Adm. Kep. Seribu;Bank Sampah Pelangi;BSU;A;2.754,00;2.754,00;0,00;0,00;2.754,00;0,00;Pulau Kelapa RT01/04;Pulau Kelapa;Kepulauan Seribu Utara;Masyarakat
2023;1;DKI Jakarta;Kab. Adm. Kep. Seribu;Bank Sampah Kelapa Dua Indah;BSU;A;9.972,00;9.972,00;0,00;0,00;9.972,00;0,00;Pulau Kelapa Dua RT01/05;Pulau Kelapa;Kepulauan Seribu Utara;Masyarakat
2023;1;DKI Jakarta;Kab. Adm. Kep. Seribu;Bank Sampah Pesona Harapan;BSU;A;14.484,91;14.484,90;0,00;0,00;14.484,90;0,00;Pulau Harapan RT05/02;Pulau Harapan;Kepulauan Seribu Utara;Masyarakat
2023;1;DKI Jakarta;Kab. Adm. Kep. Seribu;Bank Sampah Tanjung Harapan;BSU;A;13.550,10;13.550,10;0,00;0,00;13.550,10;0,00;Pulau Harapan RT05/02;Pulau Harapan;Kepulauan Seribu Utara;Masyarakat
2023;1;DKI Jakarta;Kab. Adm. Kep. Seribu;Bank Sampah Sabira Bersih Gembira;BSU;A;3.207,00;3.207,00;0,00;0,00;3.207,00;0,00;Penangkaran Penyu Pulau Sabira;Pulau Harapan;Kepulauan Seribu Utara;Masyarakat
2023;1;DKI Jakarta;Kab. Adm. Kep. Seribu;Bank Sampah Uringin Bersih;BSU;A;2.083,99;2.083,98;0,00;0,00;2.083,98;0,00;Pulau Tidung RT004/004;;;Masyarakat
2023;1;DKI Jakarta;Kab. Adm. Kep. Seribu;Bank Sampah Ceria Untung Jawa;BSU;A;3.487,80;3.487,80;0,00;0,00;3.487,80;0,00;Pulau Untung Jawa RT02/02;Pulau Untung Jawa;Kepulauan Seribu Selatan;Masyarakat
2023;1;DKI Jakarta;Kab. Adm. Kep. Seribu;Bank Sampah Sakura;BSU;A;3.454,80;3.454,80;0,00;0,00;3.454,80;0,00;Jl. Karang Kroya, RT03/03;Pulau Untung Jawa;Kepulauan Seribu Selatan;Masyarakat
2023;1;DKI Jakarta;Kab. Adm. Kep. Seribu;Bank Sampah Ceria Lancang;BSU;A;14.274,00;14.274,00;0,00;0,00;14.274,00;0,00;Pulau Lancang RT02/01;Pulau Pari;Kepulauan Seribu Selatan;Masyarakat
2023;1;DKI Jakarta;Kab. Adm. Kep. Seribu;Bank Sampah Mandiri;BSU;A;10.386,00;10.386,00;0,00;0,00;10.386,00;0,00;Pulau Lancang RT02/02;Pulau Pari;Kepulauan Seribu Selatan;Masyarakat
2023;1;DKI Jakarta;Kab. Adm. Kep. Seribu;Bank Sampah Bina Bersama;BSU;A;13.571,11;13.571,10;0,00;0,00;13.571,10;0,00;Pulau Lancang RT03/03;Pulau Pari;Kepulauan Seribu Selatan;Masyarakat
2023;1;DKI Jakarta;Kab. Adm. Kep. Seribu;Bank Sampah Pari Bersih Berseri;BSU;A;5.184,00;5.184,00;0,00;0,00;5.184,00;0,00;Jalan Utama Pulau Pari, RT02/04;Pulau Pari;Kepulauan Seribu Selatan;Masyarakat
2023;1;DKI Jakarta;Kab. Adm. Kep. Seribu;Bank Sampah Punaga Jaya;BSU;A;2.573,46;2.573,46;0,00;0,00;2.573,46;0,00;Pulau Tidung RT01/01;Pulau TIdung;Kepulauan Seribu Selatan;Masyarakat
2023;1;DKI Jakarta;Kab. Adm. Kep. Seribu;Bank Sampah Kelor Indah;BSU;A;1.344,69;1.344,69;0,00;0,00;1.344,69;0,00;Pulau Tidung RT03/02;Pulau TIdung;Kepulauan Seribu Selatan;Masyarakat
2023;1;DKI Jakarta;Kab. Adm. Kep. Seribu;Bank Sampah Ilalang Senja;BSU;A;7.980.000,00;1.614,24;0,00;0,00;1.614,24;0,00;Pulau Tidung RT05/03;Pulau TIdung;Kepulauan Seribu Selatan;Masyarakat
2023;1;DKI Jakarta;Kota Adm. Jakarta Pusat;Bank Sampah Unit Kantor Kecamatan Gambir;BSU;A;192,00;192,00;0,00;0,00;0,00;192,00;Jl. Tanah Abang I No. 10 011/08;Petojo Selatan;Gambir;Masyarakat
2023;1;DKI Jakarta;Kota Adm. Jakarta Pusat;Bank Sampah Balai Besar K3 Jakarta;BSU;A;554,76;554,64;0,00;0,00;554,64;0,00;Jl. Ahmad Yani No. 69-70;;;Masyarakat
2023;1;DKI Jakarta;Kota Adm. Jakarta Pusat;Bank Sampah Unit Melati RT. 020/04;BSU;A;2.052,00;2.052,00;0,00;0,00;2.052,00;0,00;Jl. Cempaka Warna 20/04;Cempaka Putih Timur;Cempaka Putih;Masyarakat
2023;1;DKI Jakarta;Kota Adm. Jakarta Pusat;Timbul Ceria RW 04 SPS Paud Cempaka III;BSU;A;57,00;57,00;0,00;0,00;57,00;0,00;Jl. Cempaka Putih Barat RT 12 RW 04;;;Masyarakat
2023;1;DKI Jakarta;Kota Adm. Jakarta Pusat;Tepong RW 05;BSU;A;532,08;532,08;0,00;0,00;532,08;0,00;Jl. Kwista RW 05;;;Masyarakat
2023;1;DKI Jakarta;Kota Adm. Jakarta Pusat;Bank Sampah Unit Kanal 03;BSU;A;801,12;789,00;0,00;0,00;789,00;0,00;Jl. Rawa Sawah IV;Kampung Rawa;Johar Baru;Masyarakat
2023;1;DKI Jakarta;Kota Adm. Jakarta Pusat;Bank Sampah Unit Sahari;BSU;A;1.521,96;1.521,96;0,00;0,00;1.521,96;0,00;Jl. Gunung Sahari VIIA RT 1 RW 12;Gunung Sahari Utara;Sawah Besar;LSM
2023;1;DKI Jakarta;Kota Adm. Jakarta Pusat;Bank Sampah Unit Mandiri RW 07;BSU;A;387,96;387,96;0,00;0,00;387,96;0,00;Jl. Petojo Enclek VIII RT 016/07;Petojo Selatan;Gambir;Masyarakat
2023;1;DKI Jakarta;Kota Adm. Jakarta Pusat;Bank Sampah Sejahtera Bersama (Kantor Sudin Lh Jakarta Pusat);BSU;A;13.832,52;13.832,52;0,00;0,00;13.832,52;0,00;Komplek Perkantoran Rawa Kerbau Jl. Rawasari Selatan;;;Pemda
2023;1;DKI Jakarta;Kota Adm. Jakarta Pusat;Bank Sampah Unit RPTRA Kampung Benda;BSU;A;108,00;96,00;0,00;0,00;96,00;0,00;Jl. Cempaka Putih Tengah;Cempaka Putih Timur;Cempaka Putih;Masyarakat
2023;1;DKI Jakarta;Kota Adm. Jakarta Pusat;Kancil RW 06 SPS Mawar Indah;BSU;A;2.156,52;2.156,52;0,00;0,00;2.156,52;0,00;Jl. Balai Warga 06 Murdai I RT 05 RW 05;;;Masyarakat
2023;1;DKI Jakarta;Kota Adm. Jakarta Pusat;Bank Sampah Unit Balimas;BSU;A;559,20;559,20;0,00;0,00;559,20;0,00;Jl. Sumbadra RT 015 RW 08;;;Masyarakat
2023;1;DKI Jakarta;Kota Adm. Jakarta Pusat;Bank Sampah Unit Life Sans RW 04;BSU;A;315,96;315,84;0,00;0,00;315,84;0,00;Jl. Sentul No.5 RT/RW 06/03;Pasar Baru;Sawah Besar;LSM
2023;1;DKI Jakarta;Kota Adm. Jakarta Pusat;Bank Sampah Unit Dinas Ketahanan Pangan, Kelautan dan Perikanan;BSU;A;366,00;366,00;0,00;0,00;366,00;0,00;Jl. Gn Sahari No.11 RT 11 RW 03;Gunung Sahari Utara;Sawah Besar;LSM
2023;1;DKI Jakarta;Kota Adm. Jakarta Pusat;Bank Sampah Unit RPTRA Rawa indah;BSU;A;24,48;24,48;0,00;0,00;24,48;0,00;Jl. Rawa Selatan RT 03 RW. 07 Kel. KP Rawa;Kampung Rawa;Johar Baru;Masyarakat
2023;1;DKI Jakarta;Kota Adm. Jakarta Pusat;Bank Sampah Unit Melati Pasar Gembrong;BSU;A;0,00;0,00;0,00;0,00;0,00;0,00;Pangkalan Asem Raya;Cempaka Putih Barat;Cempaka Putih;Masyarakat
2023;1;DKI Jakarta;Kota Adm. Jakarta Pusat;Bank Sampah Anggrek Ceria Rt.17 Rw.05;BSU;A;797,88;797,64;0,00;0,00;797,64;0,00;gg. Bengkel;;;Masyarakat
2023;1;DKI Jakarta;Kota Adm. Jakarta Pusat;Bank Sampah Unit Kran Jaya;BSU;A;12.072,00;12.072,00;0,00;0,00;12.072,00;0,00;Jl. Kran Raya Dipo 005/003;Gunung Sahari Selatan;Kemayoran;Masyarakat
2023;1;DKI Jakarta;Kota Adm. Jakarta Pusat;Imut RW 08 sps Bungur II;BSU;A;207,96;207,84;0,00;0,00;207,84;0,00;Jl. Cempaka Putih Barat RT 02 RW 08;;;Masyarakat
2023;1;DKI Jakarta;Kota Adm. Jakarta Pusat;Bank Sampah Unit Mulia Geboy;BSU;A;3.483,96;3.483,96;0,00;0,00;3.483,96;0,00;Jl. Suka Mulya II RW.01 Kelurahan Harapan Mulia;;;Masyarakat
2023;1;DKI Jakarta;Kota Adm. Jakarta Pusat;Bank Sampah Unit Flamboyan Pasar Baru;BSU;A;464,04;464,04;0,00;0,00;464,04;0,00;Jl. Brijo No.19;Pasar Baru;Sawah Besar;Masyarakat
2023;1;DKI Jakarta;Kota Adm. Jakarta Pusat;Bank Sampah Unit SMPN 77 Jakarta;BSU;A;120,00;120,00;0,00;0,00;120,00;0,00;Jl. Cempaka Putih Tengah XVIII;Cempaka Putih Timur;Cempaka Putih;Masyarakat
2023;1;DKI Jakarta;Kota Adm. Jakarta Pusat;Bank Sampah Unit RPTRA Rasela Indah;BSU;A;101,76;101,64;0,00;0,00;101,64;0,00;Jl. KP  Rawa RT 03 RW. 05 Kel. KP Rawa;Kampung Rawa;Johar Baru;Masyarakat
2023;1;DKI Jakarta;Kota Adm. Jakarta Pusat;Bank Sampah unit Dipo TPS 3R Ketapang;BSU;A;125.457,96;125.457,96;0,00;0,00;0,00;125.457,96;Jl. K.h Zainul Arifin No 67 RT 01/01;Duri Pulo;Gambir;Masyarakat
2023;1;DKI Jakarta;Kota Adm. Jakarta Pusat;Bank Sampah Apartemen Green Pramuka Rw.09;BSU;A;115.524,00;115.524,00;0,00;0,00;115.524,00;0,00;Jl. Jendral Ahmad Yani Kav 49;;;Masyarakat
2023;1;DKI Jakarta;Kota Adm. Jakarta Pusat;Bank Sampah Unit Jingga;BSU;A;996,00;996,00;0,00;0,00;996,00;0,00;Jl. Cempaka Putih Timur;Cempaka Putih Timur;Cempaka Putih;Masyarakat
2023;1;DKI Jakarta;Kota Adm. Jakarta Pusat;Cendana Barokah;BSU;A;2.601,84;2.601,72;0,00;0,00;2.601,72;0,00;Jl. Cempaka Raya No 3 RT 003 RW 009;;;Masyarakat
2023;1;DKI Jakarta;Kota Adm. Jakarta Pusat;Bank Sampah Unit Mawar Sejahtera;BSU;A;2.878,20;2.878,20;0,00;0,00;2.878,20;0,00;RW 05 Kelurahan Serdang;;;Masyarakat
2023;1;DKI Jakarta;Kota Adm. Jakarta Pusat;Bank sampah Unit Sejahtera RW 08;BSU;A;4.065,96;4.065,96;0,00;0,00;4.065,96;0,00;Jl. Budi Utomo No.7;Pasar Baru;Sawah Besar;Masyarakat
2023;1;DKI Jakarta;Kota Adm. Jakarta Pusat;Bank Sampah Unit Bersama RT. 014/03;BSU;A;431,04;431,04;0,00;0,00;431,04;0,00;Jl. Cempaka putih Timur;Cempaka putih timur;cempaka putih;Masyarakat
2023;1;DKI Jakarta;Kota Adm. Jakarta Pusat;Bank Sampah Unit Anggrek;BSU;A;1.873,44;1.873,44;0,00;0,00;1.873,44;0,00;Jl. Rawa Sawah I, RT 06 RW 06;Kampung Rawa;Johar Baru;Masyarakat
2023;1;DKI Jakarta;Kota Adm. Jakarta Pusat;Bank Sampah Unit pemadam Kebakaran Jakarta Pusat;BSU;A;1.578,96;1.578,96;0,00;0,00;1.578,96;0,00;Jl. K.h Zainul Arifin No 71 RT 01/01;Duri Pulo;Gambir;Masyarakat
2023;1;DKI Jakarta;Kota Adm. Jakarta Pusat;Bank Sampah Plasma Rw.06;BSU;A;1.597,92;1.597,92;0,00;0,00;1.597,92;0,00;Jl. Bacang Rt.09 Rw.06;;;Masyarakat
2023;1;DKI Jakarta;Kota Adm. Jakarta Pusat;Bank Sampah Unit RSUD Cempaka Putih;BSU;A;564,60;564,48;0,00;0,00;564,48;0,00;Rawasari Selatan;Cempaka Putih Timur;Cempaka Putih;Masyarakat
2023;1;DKI Jakarta;Kota Adm. Jakarta Pusat;Berseri RW 05;BSU;A;95,04;95,04;0,00;0,00;95,04;0,00;Jl. Cempaka Putih Barat RW 05 (SPS Tunas Bangsa);;;Masyarakat
2023;1;DKI Jakarta;Kota Adm. Jakarta Pusat;Bank Sampah Unit Dinamis;BSU;A;2.379,00;2.379,00;0,00;0,00;2.379,00;0,00;RW 02 Kelurahan Serdang;;;Masyarakat
2023;1;DKI Jakarta;Kota Adm. Jakarta Pusat;Bank Sampah Unit Kemuning RW 03;BSU;A;350,04;350,04;0,00;0,00;350,04;0,00;Jl. Gunung Sahari XI Rt 02/03;Gunung Sahari Utara;Sawah Besar;Masyarakat
2023;1;DKI Jakarta;Kota Adm. Jakarta Pusat;Bank Sampah Unit Maju Bersama;BSU;A;165.468,00;165.456,00;0,00;0,00;165.456,00;0,00;Bungur Besar no .20 F;senen;Senen;Masyarakat
2023;1;DKI Jakarta;Kota Adm. Jakarta Pusat;Bank Sampah Unit SDN 02 kampung Rawa;BSU;A;100,56;100,56;0,00;0,00;100,56;0,00;Jl. Rawa Selatan V  No.4 Rt 03 RW 01;Kampung Rawa;Johar Baru;Masyarakat
2023;1;DKI Jakarta;Kota Adm. Jakarta Pusat;Bank Sampah Unit Barokah;BSU;A;145.459,20;17.583,08;0,00;0,00;17.583,08;0,00;Jl. Johar Baru Utara 1 RT 012/03;Johar Baru;Johar Baru;Masyarakat
2023;1;DKI Jakarta;Kota Adm. Jakarta Pusat;Bank Sampah Unit Taman Kenanga RW 05;BSU;A;1.266,96;1.266,96;0,00;0,00;1.266,96;0,00;Jl. Makian No1 RT02/05;Cideng;Gambir;Masyarakat
2023;1;DKI Jakarta;Kota Adm. Jakarta Pusat;Anggrek RW 06;BSU;A;318,00;318,00;0,00;0,00;318,00;0,00;Jl. Rasela Raya RT 011/06;;;Masyarakat
2023;1;DKI Jakarta;Kota Adm. Jakarta Pusat;Bank Sampah Unit Pernera RW. 01;BSU;A;2.279,52;2.279,40;0,00;0,00;2.279,40;0,00;Pecetakan Negara;Rawasari;Cempaka Putih;Masyarakat
2023;1;DKI Jakarta;Kota Adm. Jakarta Pusat;Berapi RW 02;BSU;A;102,00;102,00;0,00;0,00;102,00;0,00;Jl. Cempaka II RT 05 RW 02 SPS Mawar melati;;;Masyarakat
2023;1;DKI Jakarta;Kota Adm. Jakarta Pusat;Bank Sampah Unit Alamada;BSU;A;5.017,92;5.017,92;0,00;0,00;5.017,92;0,00;Jl. Percetakan Negara IX A RT 005 RW 04;;;Masyarakat
2023;1;DKI Jakarta;Kota Adm. Jakarta Pusat;Bank Sampah Unit Melati RW 04;BSU;A;6.276,00;6.276,00;0,00;0,00;6.276,00;0,00;Jl. Gunung Sahari IX Rt 12/04;Gunung Sahari Utara;Sawah Besar;Masyarakat
2023;1;DKI Jakarta;Kota Adm. Jakarta Pusat;Bank Sampah Unit Sumber Rejeki;BSU;A;120,00;120,00;0,00;0,00;120,00;0,00;Kramat Raya;kwitang;senen;Masyarakat
2023;1;DKI Jakarta;Kota Adm. Jakarta Pusat;Bank Sampah Unit Johar Sejahtera;BSU;A;1.461,96;1.461,96;0,00;0,00;1.461,96;0,00;Jl. Johar Baru Utara III RT 003/03;Johar Baru;Johar Baru;Masyarakat
2023;1;DKI Jakarta;Kota Adm. Jakarta Pusat;Bank Sampah Unit RW 01 Cideng;BSU;A;1.050,00;1.049,76;0,00;0,00;1.049,76;0,00;Jl. Cilamaya RT 08/01;Cideng;Gambir;Masyarakat
2023;1;DKI Jakarta;Kota Adm. Jakarta Pusat;Bank Sampah RW 11 Petamburan;BSU;A;1.179,96;1.179,96;0,00;0,00;1.179,96;0,00;Rusun Petamburan;;;Masyarakat
2023;1;DKI Jakarta;Kota Adm. Jakarta Pusat;Bank Sampah Unit Kepu;BSU;A;3.620,04;3.620,04;0,00;0,00;3.620,04;0,00;Jl. Kepu Barat No.5 009/003;Kemayoran;Kemayoran;Masyarakat
2023;1;DKI Jakarta;Kota Adm. Jakarta Pusat;RW 10 Cempaka Putih Barat;BSU;A;203,04;203,04;0,00;0,00;203,04;0,00;Jl. Percetakan Negara Raya RT. 05/10;;;Masyarakat
2023;1;DKI Jakarta;Kota Adm. Jakarta Pusat;Bank Sampah Unit RW 04 Kwitang;BSU;A;0,00;0,00;0,00;0,00;0,00;0,00;Jl. Kramat kwitang 1C RW 04 Kel Kwitang kec. Senen;;;Masyarakat
2023;1;DKI Jakarta;Kota Adm. Jakarta Pusat;Bank Sampah Unit Tabing Rembiga RW 07;BSU;A;306,00;306,00;0,00;0,00;306,00;0,00;Jl. Tabing 1 Rt 011/206;Gunung Sahari Utara;Sawah Besar;Masyarakat
